username;text
RKadyrov_95;"Друзья, сегодняшний день поднял мне настроение. Честно! Либералы Европы, наконец-то, показали свое лицо. В Праге прошёл форум свободных народов России, которые подписали Декларацию о деколонизации РФ. Участники разбили страну на 34 страны, которые, по их замыслу, должны появиться после исчезновения России. За все время выступающие с докладами не сказали ничего вразумительного, не поделились предложениями государственного устройства гипотетических стран, экономическими моделями развития, геополитическими выгодами от такого плана. Все выступающие (я не утрирую, друзья, так и было) просто выливали свою ненависть к Российской Федерации.   Я сотни раз говорил моим подписчикам о планах Запада и США по развалу России. Об этом часто говорил Владимир Владимирович Путин. Наши СМИ регулярно поднимали эту тему, но оставалась часть скептиков, которые не верили в такое и считали, что целью либералов является соблюдение прав человека. Первое посягательство на целостность России Запад сделал в Чеченской Республике более 20 лет назад, подкормив деньгами иностранных террористов и придумав легенду о свободе. Прокололись. Чеченцы оказались не дураки и на референдуме 2003-го проголосовали за мир с Россией. Сейчас Чеченская Республика обладает свободой, которая и не снилась так называемым ичкерийцам с их несуществующей даже на бумаге республикой.   Чуть не забыл. Участники предложили даже... карту построссийского пространства??. На карте есть СоедЕненные (да, да, с ошибкой) Штаты Сибири, Лапландия, Кавказская конфедерация (непонятно, почему не указали независимые ""страны"", входящие в неё). В общем, не хватает: Нарнии, Изумрудного города, Зазеркалья, Тридевятого Царства, Атлантиды, Лукоморья, Хоббитона. Лишь бы не возродилась среди обилия этих сказочных королевств Дейнерис Бурерождённая, мать драконов??. А то полетит на Запад - ""Джавелином"" не возьмут.   В общем, господа псевдолибералы, могу только поблагодарить вас за то, что подтвердили слова высшего руководства России о попытках развала страны. Лучше вас это бы никто не сделал. Теперь даже ёжику понятны ваши цели и сущность.  Но есть одна маленькая деталь, озвученная В.Путиным, которую вы не учли в своём плане: ""Мы всерьез-то ещё ничего не начинали""."
RKadyrov_95;Я-то знаю, что по сути, эти люди - западные марионетки. Понятно, что того же Немцова Запад держал до времени, пока был нужен. Убрали его ровно тогда, когда иностранные хозяева решили, что роль свою отыграл. Пользы им он больше не приносил. В итоге ставка была сделана на нынешнего узника исправительной колонии. ? Запад для достижения своей заветной цели развала России не брезгует никакими приемами. И неслучайно постоянно упоминаются при любом поводе чеченцы. Там, за бугром, отлично знают, какие чеченцы защитники Отечества и что в любое время готовы жизнь отдать за Россию. Чеченцы для них как кость в горле, но избавиться от нее у них не получится. Как минимум, до тех времен, пока не перестанут смотреть на нашу страну, видя в ней врага.
RKadyrov_95;"Перепутал клоун роли, Над собою хохоча… Как последний алкоголик Бредит часто сгоряча.  Он как жанра яркий мастер, Как большой оригинал... Позабыл какой он масти... Он хороший! Он не знал!   Он, как гений лицедейства, Не подумал про конфуз.. Перепутал место действий, Где ""шестерка"" и где ""Туз""  В Белом Доме «режиссеры» Подло сунули подвох?... Он-Зеленский! Он веселый! Он не в курсе! Просто-ЛОХ!!!  По сценарию от НАТО Сатанинский правит бал - Тут он нацик, если надо, Там - слезливый либерал…  И плевать на Украину, И до лампочки народ - Даже если разом сгинет Аккурат под Новый год!  Сколько ты еще, Зеленский, Наворотишь гнусных дел? Разожжешь пожар вселенский, Чтобы мир дотла сгорел?  Сколько крови украинской Должен выпить твой режим, На дорожках кокаина В золотых чертОгах лжи…  Ты кого так чтишь сугубо,  Исполняя каждый «чих»? Адмиралов в черных юбках, Генералов голубых!?  Вижу, сгинешь ты в неволе, Жизнь позорную влача… Перепутал клоун роли Над собою хохоча…"
zakharprilepin;Вчерашние и сегодняшние события - это не только география и помощь своим, родне. Это, как и в случае с Крымом - мощнейшие антиэлитарные, антиолигархические жесты. Депутатов Госдумы - под санкции уже загнали. Там сидит сотня-полторы людей, которые себе эти места выкупили за бешеные охуярды: а их, раз, и в санкционный список иностранцы внесли - за это ли они платили?! А те наши буржуа, которые бриллианты скупали, и которых только что Боррель публично послал к чёрту - они что, хоть раз в жизни вообще думали про Донбасс? Грустили о беженцах? О смерти ополченцев? А им - такое. Их выдворяют из сияющего мира, где они чувствовали себя своими. …как бы гарант не оценивал товарища Ленина и товарища Сталина, но данный аспект его деятельности мы оцениваем в положительном ключе. Буржуазия должна сидеть дома и нести бремя национальных свершений. Побольше бремени она должна нести.  Если к этому идёт - я (как и вчера) буду пропускать историческую часть посланий императора. «Уроки русского» я и сам проводить умею. А вот загонять табунами олигархов и российскую политическую элиту под санкции - это он один может. Как они его терпят только. Можно только догадываться, что они думают о нем. Можно только догадываться, что он думает о них.
zakharprilepin;"Вот смотрю на всё происходящее и пытаюсь найти как бы логику в поведении Зеленского. Вот они объявили ЧП. Вот они сейчас пойдут атаковать Донбасс. Зачем? Зеленский что, всерьёз верит в победу? Два варианта: а) верит, он идиот; в) не верит, у него договорняк. Берём второй вариант. Если договорняк - то с кем? Евросоюз, Байден, НАТО - никто его спасать не собирается. Он что, темнейшему, что ли, написал записку? «Понимаешь, я не могу признать Крым и ЛДНР - меня свои повесят. Я не могу просто сбежать - меня найдут. Я не могу сдаться без боя - это позор. Но я могу сделать вид, что я наступаю, а ты меня разобьёшь. Но потом, когда ты меня разобьешь и твои буряты будут грабить Киев - ты меня вывези на вертолёте, как Януковича. Идёт?» Ему передали: нет, не идёт. Просто возьми, и признай Крым, ЛДНР, а потом, когда тебя будут ловить, чтоб повесить свои же - сдайся нам. …и вот он думает. Это, конечно, всё неправда. Но зачем они тогда стреляют по Донецку? Зеленский что, идиот? Или у него договорняк?"
zakharprilepin;Вылетают в лентах новостей бесконечные российские модельки, актриски, инста-тёлки, ириски, барбариски, пишут откуда-то из дубаев и прочих пляжных зон, и у всех на сиськах украинский флаг. Может, их домой не пускать, думаешь в раздражении. Потом вдруг раз - и видишь русскую модель «Плейбоя», которая злобно троллит англосаксов. И думаешь: а не потеряна ещё наша молодёжь, не потеряна. Может, лучше если б ты в доярки пошла, дочка, но за смелость всё равно спасибо.
zakharprilepin;Нет, вы посмотрите на Зеленского. Позавчера с утра: мы за переговоры. Позавчера днём: мы за переговоры, но не в Минске, а в Варшаве. Вчера с утра: мы отказываемся от переговоров. Ну, ладно. Начали операцию. Сегодня: мы за переговоры. Сегодня два часа спустя: мы против переговоров в Гомеле. Человек-кремень. Уверенность в победе чуть ниже, чем у киевских ботов, которые всех уже победили третьего дня. Накаляется сковорода. Вот только люди гибнут всё это время, пока он свои геополитические па совершает. Теперь говорит: готов в любом нейтральном месте. За гаражами, блять, в киевской промзоне стрелку забей пацанам.
zakharprilepin;Едва ли я ошибусь, если сейчас скажу одну жёсткую вещь. Даже комментаторы из России, даже люди, уже многие годы болеющие за Донбасс - сегодня ошарашено смотрят на события в Харькове. То есть, давайте ещё раз. Совершенно озверелым образом долбят по Горловке и Донецку.   И так били там не последние 3 дня, а неделями - в 2014-м, в 15-м, и порой целыми днями в последующие годы, - и снова неделями - в текущем 2022-м. Там успели дети вырасти на войне. Там любой вылет и прилёт определяют на слух. Харьковчане вон, судя по видео, не могут отличить прилеты от русских и вылеты от местных. В Горловке - давно иначе. Там обстрелы, как погода. Но всё там творящееся сейчас, увы, не воспринимается как трагедия даже понимающими ситуацию. А вот Харьков… Там же мирные. Там же ничего такого не было. Там же беда и жуть. Отрицать трагедию Харькова - от которой ужас во всю грудь - немыслимо. Харьков жалко до судорог. И тем не менее: как устроен человек. Вон там, в этой вот Горловке - ладно, -  «…там же ж привыкли», да и вообще: сколько можно про эту Горловку. А вон там, в Харькове - жууууууть. Между тем, скажем прямо. Везде происходит ровно одно и то же. Катастрофа. Вчера пытались в который раз брать Горловку, и в Киеве, ликуя от восторга, даже рапортовали о ее взятии. Сегодня попилен на две части Харьков. Это - зеркало. Разве что горловчане привычнее и быстрее спускаются в бомбоубежища. А харьковчане ещё думают, ещё надеются, что это вот-вот прекратится. Я знаю один довод в ответ, который сражает наповал: там, в Горловке, делали они, а тут делаем - мы. Да. На меня это действует. Действует. Но я не думаю, что это действует на горловских детей. Они даже не поймут о чем речь. Потому что - это их мир вообще. Мир, где стреляют - это их мир вообще. В их мире стреляют всегда.
zakharprilepin;"Это и так, наверное, все знают, но всё равно скажем вслух. Как же иной раз чудовищно выглядела, а порой, кое-где и вела себя наша несчастная армия в середине 90-х в одной прекрасной республике. На фоне, конечно, неслыханных примеров мужества и героизма, и тем не менее. Воровство, беспредел, какие-то вечные истории с похищениями - чаще мнимыми, но порой реальными. И пьянство, конечно. И употребление иных средств. Всё это видел своими глазами; да что там - всё это отчасти и с нами в те времена случалось. Понятно, что - в Москве пьяный царь, а на местах (особенно если часть в горах) недокорм. Понятно, что кривые графики ротаций и постоянные предательства московских элит действовали - и всё-таки. И вот теперь. Мильён телефонов на них нацелены - понятно, что вся укро-пропаганда ждёт хоть одного примера некорректного поведения, или мародёрства, а лучше чтоб взяли и раздавили на танке что-нибудь эдакое, и девушку уволокли за собою. Но - нет. Предельная корректность, тактичность, четкость. Лучшие люди страны. Элита государства. Самые любимые ее дети. Журналы должны биться потом за право размещать их лица на обложках, а таблоиды стоять в очередь на интервью. Хотя б один комментарий. Хоть одно словечко. …а если ничего этого не будет, то я не знаю тогда."
zakharprilepin;Дегенеративная рассылка по киевским наставлениям - по всем освобождённым городам. В данном случае - Херсон. «Девочки привет. Все кто в Херсоне обратите внимание, мэр договорился, что город будет как-то функционировать. Если кто-то из девочек будет вынуждена выходить на улицу- внимание Вы должны выглядеть как бомжихи, одежда чёрная неприметная, волосы чтобы не было видно, лица умытые максимально закрытые шарфами до носа,потому что по городу ходят ублюдки российские голодные и недоёбанные они обворовали наши склады и магазины и бухают. И через день-два они выдохнут поймут ,что они контролируют Херсон и будут где-то по подворотням забирать наших девок Пожалуйста распространите между своими девочками только по-тихому. Светлая, яркая одежда- запрет. Облегающая задница-запрет Каблуки -запрет. Дамские сумочки-запрет. Украшения на руках и ушах нахрен Вы должны быть похожи на мужчин и бомжих. Дочерей не выпускать». Эпично. Запрет на облегающие задницы. Это, конечно, во-первых, результат мощнейшей пропаганды, потому что человек, хоть и с кыевской подачи, явно пишет сам, путаясь в запятых. Но во-вторых, и это самое смешное, первый же ответ в чате: «А ты не боишься, что наши девчонки сами им будут бросаться на шею?»
zakharprilepin;О некоторых аспектах сложившейся ситуации на простом примере. Вспомните, вы наверняка видели в сводках новостей - в одном, скажем, доме сидит взбесившийся человек с оружием, который, не дай Бог, ещё и близких взял в заложники. Взятие подобного дома порой происходит до полусуток, а то и сутки - и, увы, иной раз случаются непредумышленные потери. Мы, помнится, в ОМОНе пол часа брали двух опоек - мужа и жену, - с ножами и каким-то пугачом, и, в другой раз, три часа - мужика с ружьем в загородном доме. Теперь вообразите что происходит в крупных агломерациях - там, помимо воинских частей и нацбатов, на крышах сидят многочисленные переростки, решившие устроить городскую партизанщину. Как там надо работать, чтоб никого не задеть? У вас есть ответ? Это по сути невозможно. Но стараются изо всех сил. Стараются, и будут стараться. Отступать никто не будет. Нет уже той дорожки, по которой можно отступить. Вы скажете: раньше надо было думать. Ну да. Раньше надо было думать всем. Тут никто за всех остальных думать не обязан.
zakharprilepin;"Чем бы и как бы не закончилась эта война, я думаю, что: - если б не все эти чудовищные, немыслимые события - через десять лет мы бы потеряли страну: у нас бесстыжая и мягкотелая элита, включая длинный ряд чиновников и дипломатов высшего уровня, и - совершенно одичавшая молодёжь (о ее реакции на текущие события скажем отдельно: и вы ужаснётесь). За 10 лет все эти процессы достигли бы полного разложения - и куда меньшая опасность нивелировала бы русскую государственность и низвела её к маргинальным формам; - Россия неизбежно должна быть готова к мировой войне, и уметь её воевать; у неё должна быть армия, которая знает, как это выглядит и чем это чревато. Ещё я совершенно спокойно думаю, что чем бы не закончилась вся эта история, колоссальные кланы наверху - ничего менять не собираются. Они закрыли ситуативно «Эхо» и «Дождь», но это лишь надстройки; как, впрочем, и «Ельцин-центр». Надстройки можно снести. А есть - внутренности. В этих внутренностях живёт чужой. Они лягут костьми, чтоб ничего не менять. Они категорически не желают пожирать самоих себя."
zakharprilepin;Философско-историческое. В текущей ситуации, между прочим, особенно остры стали некоторые аспекты двух революций 1917-го и последующей Гражданской войны. Как минимум, три аспекта уже различимы. - Если бы царь был не тот, что сегодня, а пожиже - зато элиты те же - вот с этими вот миллиардерами, артистами и боярами, - очень даже понятно, отчего воюющее три года солдаты вдруг желают сделать революцию. Вот просто вообразите, что война эта идёт три года - а в тылу… ну, вы сами знаете кто. Вы что, действительно удивились бы революции? Вы бы удивились только тому, что народ терпелив настолько, что три года терпел. Но, слава Богу, сегодня, повторюсь, многое иначе. Однако, оглядываясь на далекие тылы, та ситуация вполне вообразима и нынче. - Снова стало ясно, как сложно было Ленину/Сталину принять точное и выверенное решение по Украине: как, в каком виде и в какой форме ее загонять в Россию. Сетуете, что тогда были ошибки? А что, у вас есть на сегодня безупречное решение? Или думаете - оно тогда было? После Рады, Скоропадского и Петлюры? Вот прямо такое простое? - Стал вполне прозрачен механизм любого городского террора - красного, белого, зелёного, махновского. Армия (не важна чья) входит в город - а там, скажем, нынешнее Запорожье. Харьков, полный оружия. Вы чего будете с ними делать? Профилактические беседы проводить? Тогда ведь даже Телеграмма не было. Объявления не разошлёшь. В итоге: в тюрьме открывают день открытых дверей, и начинается кошмар. Иначе власть было не удержать. Так, повторяю, делали все: белые, красные, басмачи. Союзники (японцы, англичане, французы) особенно зверствовали. Про Петлюру и вовсе молчим. Потом проходит время, и живущая в тепле интеллигенция начинает рассуждать о бесчеловечности и ошибках, скажем, Дзержинского. На самом деле мы почти никогда не понимаем контекста. Лучше и не понимать, конечно. Но внимательные люди могут делать кое-какие выводы. Чтоб потом задним умом оценки расставлять аккуратнее.
zakharprilepin;Ну, вот это видео с бойцом, который с чеченцами занимался - это реально зря. Уж до какой степени русские терпеливы… а тут… Ох, ребята. Где-то вот здесь, сейчас, совсем рядом лежит то пёрышко, которое всё хранило, но его качнуло, и оно вот-вот улетит. И начнётся адище.
zakharprilepin;В Италии: 1-й день. «Мы против войны!» «Россия - агрессор!» «Путин - тиран!» 5-й день. Дизельное топливо - 2 евро за литр, случился рост с цены в 1,3 евро. Цена на металл меняется каждые 4 часа. Цена на газ - рост в 3-4 раза. Итальянцы: «Оу, оказывается, Зеленский комик? Там война с 2014 года?» Изменилась картинка в новостях. «Нам не нужны санкции! Россия имела основание для операции! Нам нужно разобраться во всем этом!» Не везде и не всюду, но вдруг зазвучало. Ща амеры спустят своих псов, конечно. На первый раз запугают. Но, Господи, как всё быстро меняется, когда европейцев бьёт по карману.
zakharprilepin;Весь день наши патриотические каналы постят фотку и видос англичанина, и ещё каких-то что ли бразильцев, которые приехали воевать за Киев. Ну, приехали. Вы их звёздами хотите сделать или шо? Зачем этот вал перепостов здесь? В 2014-15-м воевать на Донбасс против ополчения заехали сотни, если не тысячи добровольцев и наёмников с Запада. Только польских паспортов потом было 84 - у глав республики. Ну и чего? Много они навоевали в Иловайске, Дебальцево, и в Донецком аэропорту? Против сержанта Моторолы? И сержанта Гиви? И Вохи, в армии не служившего. И шахтеров. И бог весть кого, двоечников донецких и луганских. И заглядывавших на денёк-другой-пятый северян. К нам, на сторону ополчения, тоже приезжали «боевики» отовсюду, и до сих пор их там полно, в ополчении. Кто реально - боевик, - а кто от тоски по справедливости приехал, а выданный автомат уже на месте учился разбирать. И собирать потом с трудом. Зачем фетиш делать, не пойму. Вас люди читают. Они ж не всегда понимают. Они думают - вся королевская великобританская рать уже на той стороне. И ладно бы только наши люди удивлялись - так и с той стороны тоже приободряются. «Джон приехал», как же. Ща прям перемога попрёт.
zakharprilepin;Как это бывает. Вот добрая губастая девчонка из кемеровской области получила контракт (как фотомодель). За 2 недели до. Ну, так совпало. И вырвалась в дубаи. И тут началось. 24 февраля продюсеры ее вынудили вывесить украинский флажок в сторис. Повесила. Теперь вынуждают давать ссылки на всякую херь от украинских блогерш. Даёт. Она ведь как хотела. Чтоб уехать - но в порно не сниматься. И не снимается вроде… Дочка, там из кемеровской области пацаны воюют. Твои старшеклассники. Раз перепост, два перепост. А потом - вот что потом?
zakharprilepin;Зашёл на телегу Ксении Собчак. Отлистал сто постов. Думал, там громокипящая антивоенная метелица, ковровый пацифизм и полная смерть тиранам. А там - что-то типа риа новости или тасс: и то эти ресурсы порадикальнее нынче выглядят. Самый яркий пост: обложка последней «Новой газеты». А, и ещё анонс интервью Венедиктова с Быковым. Ну и всё собственно. Вот что делает один животворящий звонок. Интересно, кто позвонил. Интересно, какие слова были произнесены. Долгая ли была эта речь. Или так, минутка деловой информации. Впрочем, вру. Не интересно.
zakharprilepin;Это, конечно, ещё один ассиметричный ход русской хтонической мысли. Считается, что об этом говорить нельзя, но мы исключительно с культурологической точки зрения скажем. Время от времени российские литераторы, музыканты и режиссёры еврейского происхождения повторяли: «Стыдно быть русским». Отвечать на это что-либо всерьёз было всегда странно - ну, потому что многие из них (к собственной муке) - действительно носители русской культуры (то, что некоторые из них вывернули ее смысл наизнанку и сделали из Пушкина, Гоголя и Достоевского выводы противоречащие Пушкину, Гоголю и Достоевскому - это другой вопрос). И вот эта проклятая война вдруг родила гениальный, в истинно русской традиции ответ на это вот - «Мне стыдно быть русским!» Когда русский священник вдруг говорит: «Мне не стыдно быть евреем. Мы теперь евреи вместо вас».
zakharprilepin;К слову об Ольге Бузовой, которую у нас дружно считали исчадием ада. В отличие от многочисленных артистов, имеющих государственные  ордена и все на свете премии, Бузова не съехала из России, не прокляла тиранов, но, напротив, написала нынче пост про Макса Барских (украинский певец, вчера пославший русских на х-й) и вообще про всех активно русофобствующих украинских артистов. Цитата. «Я не понимаю что с тобой произошло…откуда такая ненависть к ЛЮДЯМ!!! К людям, которые подарили тебе признание, любовь, восхищение, возможность выступать на лучших площадках страны, зарабатывать и делать невероятные шоу… Если Максиму так противно, что в нашей стране слушают (или слушали) его музыку, а меня, как артиста и человека это унижает лично, я хочу обратиться к VK с просьбой удалить с нашей платформы все песни Максима Барских! А также других украинских артистов, которых также оскорбляют прослушивания своих треков моими соотечественниками». Конец цитаты. Что подтверждает простой факт: с детьми и с девушками надо работать, а не топить их. А к тем, кто, напротив, сосет бюджетные деньги, имитируя лояльность, а потом вдруг предаёт, напротив, работать не надо. Может, и топить их не стоит, но глаза-то можно иногда открывать.
zakharprilepin;Украинский маргинальный неонацизм - всего лишь наконечник евроатлантического либерального копья, которым пытаются проткнуть Россию. Теперь, внимание, вопрос: если у нас в системе управления политикой, бизнесом, культурой - сидят в заметном количестве абсолютные близнецы европейских евроатлантистов - как они будут с ними воевать? Очевидный ответ: херово. Армия будет воевать. А они - с ужасом смотреть по сторонам и думать: «…ну бля-а, ну и залёт! Как бы своим привет передать?»
zakharprilepin;Сегодня, 13 марта, день освобождения Херсона. Освобождения, случившегося ещё на той - первой антифашистской, Великой Отечественной войне, в 44-м. Воины, которые его освобождали, погибли вовсе не за то, чтоб по нему нынче ходили крикливым табуном, с Бандерой в сердце, утерявшие за 30 лет рассудок люди. И если их удалось перепрошить за 30 лет, значит, будем тратить ещё 30, чтоб перепрошить обратно. У России в запасе вечность. Чем нам собственно ещё заниматься. Спасать мир от безумия. И если безумны тысячи - это лишь подчёркивает опасность безумия. Это не повод отступить. Это повод приступить.
zakharprilepin;На сегодняшний день всё выглядит так, что завоз 16 тысяч сирийцев было предупредительным шантажом: если вы будет поставлять сюда своё зверьё, то у нас есть чем ответить. Кажется, отчасти наши «партнеры» вняли. Поэтому сирийцев мы не видим. Продолжается «старинный спор славян между собою».
zakharprilepin;Подготовленный удар по центру Донецка совершенно очевидным образом является местью за гибель иностранных наёмников под Львовым. Киев, чего бы они там не кричали, слишком мало надеется на ВСУ, и, в полном соответствии со своим безумным европоцентризмом, верит только в непобедимость Европы и США. Вчерашний удар по казармам стал личной трагедией Зеленского. Удар по Донецку легализован конкретно Киевом с конкретной целью: сделать как можно больнее. Сделали. И будут делать всякий раз. За Мариуполь. За всякий новый котёл. За всякое очередное поражение. Тем более за наёмников. Наемники - это же не просто люди. Это - белые люди белой расы. Это - арийцы. За каждого арийца надо убивать по десять, а лучше по сто чёрных донецких шахтёров и всех им подобных. Надо собрать их жён в центре города и устроить им арийскую казнь. Где-то в эти часы косит в сторону давно окривевшими глазами российская интеллигенция, и тихо пересыпает из пустого в порожнее давно знакомые доводы: «…вы сами во всём виноваты…», «…если бы не Крым (Донбасс, Карабас-Барабас, 22 февраля, 5 мартобря) - ничего бы этого не было бы». Ни одного чёрного квадратика по этому поводу вы не увидите никогда. Прогрессивная Европа просто смолчит. У нас нет никакой родни там. У них нет наших павших. У России нет никаких шансов остановиться посреди этого пути.
zakharprilepin;Даже в Великую Отечественную войну, в самые катастрофические месяцы, обучение и подготовка бойцов была рассчитана на 10-15 дней, а уже с 1942 года - от 30 до 40. Сообщают, что на Украине срок сокращён до трёх дней. И ведь мы о вооруженных силах говорим, а не о раздаче детям и старикам оружия в Киеве и в Днепропетровске, - которого они вообще в руках не держали. Это демонстрирует, во-первых, катастрофичность сознания и положения киевской власти, вопиющую их безответственность. А во-вторых, - полное отсутствие веры в свою перемогу. Делая всё это они наверняка знают, что будет много мертвых, и это - их вполне конкретная цель. Кто хочет побеждать - тот учит. Кто хочет месива - делает вот это, что делают они. Сталин, как нам рассказывали, был «тиран», и бросал под танки «необученных». А эти - кто? Они кто? «Демократические лидеры»? Можете себе вообразить, что именно писали бы все эти годы о Сталине наши прогрессивные историки, если б он в 41 году на улицах Москвы раздавал оружие? И давал бы три дня на обучение солдатам? А сейчас - всё нормально этим прогрессистам. Никогда, никогда, никогда не надо верить их «формальной логике» и «принципам гуманизма». Они, если им надо, тут же выкидывают всё это на помойку. Сейчас вот - выкинули без малейших сожалений.
zakharprilepin;Важный момент, и его надо запомнить. Имея все возможности, Зеленский даже не подумал об эвакуации жителей Мариуполя. Теперь этим занимаются русские. Безусловно эвакуировать удасться далеко не всех, и эвакуации будут мешать. Однако даже частичная эвакуация мирных граждан - существенно облегчает труд военных. Скажем одну вещь прямым текстом. Если бы большинство мирных жителей были эвакуированы на иных направлениях - все блокировочные города Украины были бы уже взяты. Никаких шансов со всеми их тербатами и вооружёнными зэками сохранить эти города - нет. Это не кино, где можно «стоять насмерть», которое сейчас разыгрывает из бункера Зеленский. Это явь. Зеленский решил, что Украина - это даже не Сирия, а такой квазиевропейский Афганистан, где можно долго воевать с армией. Нет, Украина это не Афганистан, и украинцы - это не афганцы. Это горожане, накаченные демагогией Арестовича. Никакие стихийные формирования никогда не победят машину армии. Об этом в первую очередь говорит сама украинская история. Там у них имеется какая-то победа над москалями под Конотопом, но в целом со времён Богдана Хмельницкого, все последующие столетия противостояние «запорожской стихии» и Москвы - всегда имело один результат: поражение этой самой стихии. Потому что - система и армия, армия и система. Зеленский скажет: «А на Донбассе?» А на Донбассе, пользуясь Минскими соглашениями, тоже была создана компактная и крайне мотивированная армия. И вся армада Украины не смогла даже её победить - эту созданную по российским лекалам «народную милицию» (никакую, конечно, не «милицию»). Взвинченному украинскому народу (не всему, а малой его части) надо трезво оценивать свои шансы и позаботиться о собственном будущем. Хватит плодить бессмысленную смерть. Чем больше накапливается смерти - тем меньше остаётся украинской государственности.
